1286,12.00,4.40,1.96,0.00,2231.67,0.00,0.00,1189.74
1292,12.00,4.89,1.47,0.00,2219.94,8.80,0.00,1192.67
1296,11.00,5.38,2.44,0.00,2234.60,0.00,0.00,1221.99
1301,11.00,5.38,1.96,0.00,2231.67,20.53,2.93,1207.33
1306,11.00,4.89,1.96,0.00,2222.87,17.60,0.00,1204.40
1310,12.00,3.42,1.47,0.00,2231.67,0.00,0.00,1183.87
1315,10.00,5.38,2.44,0.00,2234.60,0.00,0.00,1257.18
1319,12.00,4.89,1.47,0.00,2228.74,0.00,0.00,1166.28
1324,8.00,4.89,1.96,0.00,2228.74,0.00,0.00,1163.34
1328,11.00,5.38,1.96,0.00,2234.60,0.00,0.00,1204.40
1334,11.00,2.93,1.47,0.00,2255.13,0.00,0.00,1180.94
1338,10.00,4.89,1.96,0.00,2231.67,0.00,0.00,1204.40
1343,13.00,4.89,1.96,0.00,2228.74,0.00,0.00,1178.01
1347,10.00,5.38,2.44,0.00,2231.67,0.00,0.00,1192.67
1352,13.00,5.38,1.96,0.00,2246.33,20.53,0.00,1210.26
1356,13.00,4.40,1.96,0.00,2234.60,0.00,0.00,1189.74
1361,12.00,4.89,1.96,0.00,2231.67,0.00,0.00,1139.88
1365,10.00,5.87,2.44,0.00,2243.40,0.00,0.00,1251.32
1370,11.00,3.42,1.47,0.00,2234.60,0.00,0.00,1189.74
1374,10.00,5.87,1.96,0.00,2234.60,0.00,0.00,1201.47
1380,11.00,5.87,1.47,0.00,2228.74,0.00,0.00,1204.40
1384,10.00,4.40,1.47,0.00,2231.67,0.00,0.00,1178.01
1389,11.00,5.38,1.96,0.00,2234.60,0.00,0.00,1213.20
1393,11.00,4.89,0.98,0.00,2234.60,0.00,0.00,1189.74
1398,12.00,4.40,1.47,0.00,2234.60,0.00,0.00,1128.15
1402,11.00,4.89,2.44,0.00,2214.08,0.00,0.00,1221.99
1407,11.00,4.89,1.47,0.00,2246.33,20.53,5.87,1195.60
1411,13.00,3.42,1.96,0.00,2231.67,17.60,0.00,1204.40
1416,11.00,4.40,0.49,0.00,2228.74,0.00,11.73,1213.20
1421,11.00,4.89,1.96,0.00,2234.60,14.66,0.00,1198.53
1426,13.00,4.89,1.47,0.00,2249.27,20.53,0.00,1207.33
1431,14.00,5.38,1.96,0.00,2231.67,0.00,0.00,1180.94
1435,11.00,4.89,2.44,0.00,2228.74,0.00,11.73,1245.45
1440,10.00,4.89,1.96,0.00,2237.54,0.00,0.00,1192.67
1444,11.00,4.40,1.96,0.00,2225.81,0.00,0.00,1204.40
1449,11.00,4.40,1.96,0.00,2231.67,0.00,0.00,1169.21
1453,9.00,4.89,1.47,0.00,2234.60,0.00,14.66,1201.47
1458,14.00,4.89,1.96,0.00,2231.67,0.00,5.87,1178.01
1463,9.00,4.89,1.96,0.00,2228.74,0.00,0.00,1192.67
1468,11.00,4.89,2.44,0.00,2234.60,0.00,8.80,1189.74
